filiere,type_ecole,ville,moyenne,stages,niveau_francais,niveau_anglais,niveau_programmation,niveau_algorithme,projets,certifications,participation_hackathon,open_source_contributions,soft_skills,linkedin_profile,recrute,salaire_estime_dh
Réseaux & Télécoms,Privée (EMSI/IGA),Marrakech,15.59,2,5,8,9,4,1,2,1,0,9,0,0,0
Développement Web,ENSA,Fès,13.65,1,10,7,10,7,5,3,0,0,8,1,1,11100
GINF,Privée (EMSI/IGA),Agadir,14.25,4,4,3,7,10,1,0,0,0,7,0,0,0
Cybersécurité,OFPPT,Casablanca,11.17,0,9,4,7,3,2,0,0,1,9,1,0,0
Réseaux & Télécoms,OFPPT,Kenitra,11.12,1,4,3,3,8,4,2,0,0,9,1,0,0
GINF,ENSA,Casablanca,14.67,1,8,3,3,5,1,2,1,0,4,1,0,0
Réseaux & Télécoms,OFPPT,Fès,17.88,1,9,3,4,7,3,1,0,0,8,0,0,0
Réseaux & Télécoms,OFPPT,Tanger,10.77,1,8,10,8,4,5,0,1,0,9,1,1,7500
GINF,EST,Kenitra,12.29,4,10,7,5,10,4,2,1,1,6,1,1,10200
Data Science,Privée (EMSI/IGA),Rabat,16.96,3,10,10,3,6,1,2,0,0,5,0,0,0
GI,ENSA,Fès,10.58,1,6,4,4,5,0,3,0,0,6,1,0,0
Développement Web,ENSA,Marrakech,17.01,1,7,6,8,6,4,1,0,0,9,1,0,0
Réseaux & Télécoms,FST,Rabat,14.19,0,8,3,8,4,1,1,1,1,4,0,0,0
Développement Web,Faculté (FS),Agadir,13.27,2,10,7,7,3,7,0,0,0,5,0,0,0
Cybersécurité,Faculté (FS),Kenitra,12.48,4,8,7,8,8,6,2,0,1,10,1,1,10700
GINF,ENSA,Marrakech,12.38,1,4,6,6,9,0,1,0,1,7,1,0,0
Développement Web,Privée (EMSI/IGA),Marrakech,12.45,3,7,9,7,3,2,0,0,0,10,1,1,11800
GINF,ENSA,Casablanca,17.08,3,6,5,7,8,5,1,0,1,10,1,1,12400
Développement Web,ENSA,Agadir,15.79,3,10,4,6,9,4,0,0,0,6,1,0,0
GI,ENSA,Casablanca,15.36,0,8,4,9,5,4,2,0,1,6,1,1,11100
GI,Faculté (FS),Casablanca,16.39,3,8,8,9,7,1,1,1,0,9,0,1,10500
GI,Privée (EMSI/IGA),Kenitra,12.06,0,8,3,7,7,2,0,0,0,8,1,0,0
GI,Faculté (FS),Tanger,14.94,4,4,5,3,10,3,0,0,0,8,1,0,0
GI,OFPPT,Casablanca,13.68,3,10,9,7,6,1,2,0,0,5,1,0,0
GI,ENSA,Rabat,16.26,2,8,4,6,3,1,1,1,0,7,1,0,0
GINF,FST,Marrakech,12.47,1,8,9,4,10,3,0,0,0,8,1,0,0
Réseaux & Télécoms,FST,Kenitra,15.15,4,4,8,10,7,7,0,0,0,9,0,1,10600
Développement Web,FST,Casablanca,17.06,2,8,3,4,10,3,0,0,1,6,1,0,0
GI,ENSA,Fès,13.22,4,7,5,4,8,3,0,0,0,5,1,1,11000
GINF,Faculté (FS),Rabat,10.53,3,7,7,9,9,5,1,0,0,8,1,1,10300
GINF,FST,Agadir,14.13,4,4,3,6,7,3,3,0,1,8,0,0,0
GINF,OFPPT,Marrakech,12.77,4,7,5,6,3,6,1,1,1,4,0,0,0
Réseaux & Télécoms,FST,Kenitra,15.38,4,9,6,3,3,3,0,0,0,5,1,0,0
Développement Web,ENSA,Fès,17.61,0,9,4,6,4,0,1,0,0,5,1,0,0
Réseaux & Télécoms,Faculté (FS),Kenitra,13.88,2,9,9,8,9,0,1,0,0,9,1,1,9200
Data Science,ENSA,Kenitra,13.73,3,6,3,4,6,3,2,1,0,7,0,0,0
GINF,OFPPT,Fès,15.24,1,8,8,6,10,5,2,0,1,8,0,1,8400
Data Science,Faculté (FS),Agadir,10.83,3,6,7,5,9,5,0,1,0,5,1,0,0
Cybersécurité,ENSA,Fès,12.03,3,7,8,9,10,2,3,0,0,9,0,1,12300
GI,Privée (EMSI/IGA),Rabat,17.35,0,4,9,7,3,5,2,0,0,7,0,0,0
GI,FST,Kenitra,15.36,0,9,3,3,9,6,1,0,0,8,0,0,0
Réseaux & Télécoms,ENSA,Agadir,10.11,4,4,4,4,4,6,0,0,0,10,0,0,0
Développement Web,Faculté (FS),Kenitra,11.64,3,6,4,10,9,2,3,0,0,6,1,1,9500
Data Science,EST,Fès,15.46,2,7,5,8,3,3,2,1,0,4,1,0,0
Développement Web,OFPPT,Agadir,16.12,0,10,8,8,5,5,0,1,0,7,1,1,6600
Réseaux & Télécoms,OFPPT,Agadir,16.72,0,8,8,10,8,0,3,0,0,4,1,0,0
GI,Privée (EMSI/IGA),Casablanca,12.34,2,10,7,4,8,2,0,0,0,6,1,0,0
Développement Web,FST,Casablanca,17.45,0,7,9,8,5,0,3,0,1,5,1,1,11500
Développement Web,FST,Casablanca,14.42,2,9,5,5,5,6,2,0,0,8,1,1,10800
GI,OFPPT,Fès,15.57,1,7,7,3,10,1,1,0,0,10,1,0,0
Data Science,ENSA,Marrakech,14.77,2,4,10,9,10,7,1,0,0,5,0,1,11400
GI,FST,Rabat,10.98,1,5,3,7,3,6,2,1,0,4,1,0,0
Développement Web,FST,Fès,17.7,4,9,3,3,10,6,2,1,0,10,1,1,10400
Data Science,ENSA,Kenitra,10.98,4,10,10,3,7,0,2,0,0,5,0,1,12800
Data Science,FST,Casablanca,12.04,0,8,8,9,7,3,3,0,0,5,1,0,0
GI,OFPPT,Agadir,16.51,2,9,9,10,5,5,3,0,0,7,1,1,9000
Développement Web,OFPPT,Fès,14.95,0,9,5,4,6,6,3,0,0,10,0,0,0
Réseaux & Télécoms,ENSA,Agadir,16.71,2,8,10,10,8,5,3,1,0,9,1,1,12200
Développement Web,ENSA,Kenitra,14.13,0,10,9,6,4,7,3,1,0,7,1,1,11000
GINF,EST,Agadir,13.02,4,9,6,7,5,4,3,0,1,6,1,1,10400
Cybersécurité,OFPPT,Agadir,17.37,4,4,4,3,8,7,3,0,0,7,1,0,0
Réseaux & Télécoms,ENSA,Tanger,10.29,0,7,10,5,4,7,2,0,1,7,0,0,0
Data Science,OFPPT,Marrakech,16.85,2,4,9,9,9,3,3,0,0,7,1,1,9000
Réseaux & Télécoms,ENSA,Rabat,11.85,3,7,5,4,4,7,0,0,0,10,1,0,0
Data Science,Faculté (FS),Rabat,16.79,2,5,10,6,5,1,3,0,0,7,1,1,11200
Data Science,EST,Casablanca,11.11,0,9,9,6,7,5,1,0,0,9,1,1,8700
Réseaux & Télécoms,OFPPT,Tanger,14.64,2,5,10,4,6,0,1,0,0,10,0,0,0
Data Science,ENSA,Fès,17.1,1,6,5,3,8,2,2,0,0,6,1,0,0
Data Science,Faculté (FS),Fès,13.79,2,10,3,9,5,6,1,0,1,7,1,1,8500
GINF,ENSA,Rabat,15.97,4,7,4,8,4,3,1,0,0,7,0,0,0
Développement Web,OFPPT,Marrakech,16.44,4,4,9,10,10,7,1,0,0,4,1,1,9200
Développement Web,OFPPT,Agadir,15.89,1,4,9,4,8,5,2,0,1,7,1,1,8600
Cybersécurité,ENSA,Kenitra,17.4,2,9,9,8,3,2,2,0,0,6,1,1,11600
Cybersécurité,OFPPT,Casablanca,13.57,3,4,10,6,9,0,3,1,0,9,1,1,10700
GINF,Faculté (FS),Marrakech,11.39,2,6,5,6,10,7,1,0,1,6,1,1,8900
Cybersécurité,ENSA,Rabat,10.38,4,8,10,5,3,5,3,0,1,5,1,0,0
Réseaux & Télécoms,FST,Tanger,11.97,4,4,9,5,8,7,2,0,0,7,1,0,0
GI,ENSA,Casablanca,11.15,0,9,3,6,8,7,3,0,0,8,1,0,0
GI,OFPPT,Rabat,14.46,4,5,3,5,4,1,3,0,0,5,1,0,0
GI,OFPPT,Fès,11.48,0,10,8,5,10,6,1,1,0,6,1,1,7000
GINF,ENSA,Casablanca,10.31,4,4,10,5,5,6,2,0,0,5,0,0,0
GINF,FST,Rabat,10.29,4,4,8,6,10,3,1,1,0,8,0,1,12000
Data Science,OFPPT,Fès,16.65,3,4,5,3,7,2,3,1,0,4,1,0,0
GI,Privée (EMSI/IGA),Kenitra,14.73,0,9,5,3,5,5,2,1,0,8,1,0,0
Réseaux & Télécoms,FST,Fès,12.86,0,10,3,9,6,6,3,0,0,9,1,0,0
Cybersécurité,Privée (EMSI/IGA),Agadir,17.15,4,8,8,7,8,3,3,0,1,9,1,1,13800
Réseaux & Télécoms,FST,Tanger,10.56,0,4,9,5,3,7,1,0,1,5,1,0,0
Cybersécurité,EST,Agadir,17.84,4,8,9,3,4,5,2,0,0,7,1,1,10100
GI,OFPPT,Rabat,14.93,4,8,10,7,10,3,2,0,0,4,1,1,10800
GI,FST,Kenitra,11.47,2,10,5,4,7,2,1,1,0,9,1,0,0
GI,FST,Marrakech,15.43,0,10,4,5,9,1,0,1,0,8,0,0,0
GINF,FST,Kenitra,16.11,1,6,3,3,5,3,1,0,0,7,1,0,0
Cybersécurité,OFPPT,Kenitra,13.43,0,5,3,3,6,1,1,0,0,8,1,0,0
GINF,OFPPT,Kenitra,16.89,0,4,5,8,10,1,0,0,0,6,1,0,0
GINF,FST,Agadir,11.21,3,4,5,3,5,6,2,0,0,7,1,0,0
Développement Web,EST,Marrakech,12.23,1,4,5,8,9,6,0,0,1,6,1,1,7500
Réseaux & Télécoms,FST,Fès,10.75,1,8,10,7,6,0,3,1,1,4,1,0,0
Réseaux & Télécoms,Faculté (FS),Rabat,11.69,3,10,9,8,5,5,3,1,0,4,1,1,11500
Data Science,ENSA,Tanger,11.91,3,7,9,4,7,2,1,1,0,4,1,0,0
GINF,OFPPT,Marrakech,17.34,0,5,10,10,10,7,3,0,0,10,0,1,8200
Cybersécurité,FST,Rabat,10.62,2,9,4,9,7,0,0,0,0,4,1,0,0
Développement Web,EST,Marrakech,13.42,3,4,10,10,4,4,3,1,0,6,1,1,10200
Développement Web,ENSA,Agadir,14.26,1,7,3,5,7,7,2,1,0,6,1,0,0
Réseaux & Télécoms,ENSA,Rabat,17.19,1,7,6,3,6,6,1,1,0,9,1,0,0
GINF,Privée (EMSI/IGA),Agadir,17.98,0,10,10,9,4,5,1,0,0,5,1,1,10900
Data Science,EST,Casablanca,16.03,2,7,4,6,9,0,2,1,0,5,1,1,9100
GINF,ENSA,Rabat,17.77,4,5,4,5,7,7,2,0,1,6,1,0,0
GI,FST,Marrakech,16.3,3,7,9,6,3,3,1,1,1,4,1,0,0
GINF,EST,Casablanca,17.71,3,9,10,9,10,3,2,1,0,5,0,1,10800
GI,ENSA,Agadir,15.66,0,4,8,7,9,3,3,0,0,7,0,0,0
GI,EST,Agadir,10.64,2,9,3,3,6,4,3,1,0,6,0,0,0
Data Science,FST,Marrakech,13.22,1,4,9,5,9,1,3,0,1,7,0,0,0
Cybersécurité,Faculté (FS),Casablanca,15.17,1,6,6,5,10,6,3,1,0,4,1,1,9900
Réseaux & Télécoms,EST,Kenitra,12.81,4,8,3,3,9,3,0,0,0,9,0,0,0
GINF,FST,Fès,12.19,1,7,4,9,4,7,0,0,0,6,1,0,0
GI,Privée (EMSI/IGA),Tanger,14.62,3,9,5,4,6,5,0,0,0,5,1,0,0
GINF,EST,Marrakech,17.47,4,8,3,7,4,5,0,0,0,9,1,0,0
Cybersécurité,EST,Agadir,10.28,2,8,10,3,10,6,3,1,0,10,0,1,9700
Réseaux & Télécoms,ENSA,Rabat,16.15,4,8,3,10,10,0,3,0,0,5,1,1,12800
Cybersécurité,FST,Casablanca,15.78,2,8,5,10,6,1,2,1,0,7,1,0,0
Réseaux & Télécoms,OFPPT,Fès,17.71,1,8,6,8,3,0,0,1,0,10,1,1,6700
Développement Web,ENSA,Tanger,17.45,0,4,6,5,10,0,0,0,0,6,0,0,0
Réseaux & Télécoms,OFPPT,Rabat,16.1,4,5,3,4,9,3,1,0,1,9,0,0,0
Data Science,ENSA,Casablanca,14.16,4,7,9,5,7,0,2,0,0,4,0,0,0
Cybersécurité,FST,Fès,11.63,3,7,10,6,5,7,3,0,0,8,1,1,11700
GI,OFPPT,Marrakech,14.36,3,4,5,5,9,7,2,0,0,8,1,1,8300
Développement Web,EST,Fès,16.12,2,9,8,10,5,6,2,1,0,10,1,1,8900
Data Science,Faculté (FS),Marrakech,17.17,0,4,3,7,5,4,1,1,1,9,0,0,0
GINF,ENSA,Kenitra,16.32,3,10,5,3,9,5,1,0,0,4,0,0,0
Cybersécurité,OFPPT,Casablanca,11.56,3,8,4,5,4,5,2,1,0,5,1,0,0
GI,ENSA,Fès,14.8,1,5,8,10,7,5,0,0,0,8,1,1,10100
Réseaux & Télécoms,OFPPT,Tanger,12.66,1,7,5,8,9,6,3,0,0,4,1,1,7700
GI,ENSA,Fès,10.07,3,9,9,6,8,7,1,1,0,9,1,1,11700
GINF,OFPPT,Casablanca,11.6,2,6,3,10,4,7,1,0,0,9,1,1,8000
Développement Web,EST,Rabat,10.91,0,4,7,6,9,1,3,1,1,9,1,1,9600
Développement Web,OFPPT,Rabat,16.74,3,6,6,3,10,3,1,0,1,7,1,0,0
Cybersécurité,EST,Fès,12.07,2,7,3,6,9,3,2,0,0,5,1,0,0
Développement Web,Privée (EMSI/IGA),Fès,12.28,2,4,5,9,4,6,3,0,0,4,0,0,0
Cybersécurité,ENSA,Marrakech,17.68,3,7,10,3,9,0,0,0,0,9,1,1,11500
Cybersécurité,ENSA,Casablanca,13.03,2,4,8,7,4,0,1,0,0,7,0,0,0
Cybersécurité,FST,Marrakech,10.08,4,9,8,3,9,2,1,0,0,6,1,0,0
Réseaux & Télécoms,ENSA,Tanger,12.27,2,7,5,10,8,2,2,0,0,8,0,0,0
Data Science,ENSA,Kenitra,10.95,3,10,10,4,9,3,0,1,1,10,1,1,12000
Cybersécurité,Privée (EMSI/IGA),Rabat,10.82,2,6,6,6,10,6,1,0,0,8,0,1,12100
Cybersécurité,Privée (EMSI/IGA),Agadir,10.62,3,5,3,6,10,3,3,0,0,8,1,1,11800
Data Science,EST,Agadir,14.75,1,9,8,8,4,0,3,0,0,10,1,0,0
GI,Privée (EMSI/IGA),Casablanca,11.51,3,10,8,10,10,6,2,0,0,4,0,1,13400
Cybersécurité,FST,Casablanca,12.89,2,9,7,5,10,7,2,0,0,6,1,1,11200
Réseaux & Télécoms,EST,Agadir,16.9,3,4,4,4,7,4,1,1,0,4,0,0,0
Développement Web,OFPPT,Casablanca,13.39,0,6,7,9,9,4,2,0,0,9,0,1,8200
Développement Web,Faculté (FS),Rabat,17.33,3,7,4,5,5,5,3,0,0,4,1,0,0
GINF,Privée (EMSI/IGA),Tanger,13.98,3,6,8,3,10,0,2,0,0,6,1,0,0
GINF,EST,Tanger,13.19,0,9,4,7,6,6,3,0,0,9,0,1,7500
Développement Web,Faculté (FS),Marrakech,16.0,0,4,3,8,4,2,1,1,0,9,1,0,0
Développement Web,ENSA,Rabat,10.59,0,6,8,6,9,7,3,1,0,7,1,1,11800
Réseaux & Télécoms,ENSA,Kenitra,10.72,4,10,8,9,7,2,2,0,1,9,1,1,12900
Data Science,ENSA,Casablanca,15.22,3,7,10,10,3,4,3,0,0,5,0,1,13700
GINF,Privée (EMSI/IGA),Casablanca,13.9,0,8,4,9,6,3,3,0,1,8,0,1,12000
Data Science,OFPPT,Kenitra,16.32,0,9,5,7,4,0,0,1,0,6,1,0,0
Réseaux & Télécoms,OFPPT,Marrakech,17.33,1,5,4,3,4,5,0,0,0,7,1,0,0
Développement Web,FST,Marrakech,13.11,4,5,4,3,9,7,1,1,0,9,0,0,0
Cybersécurité,EST,Casablanca,14.77,3,9,6,4,6,5,3,0,0,6,0,1,10400
Data Science,ENSA,Casablanca,14.01,2,8,6,5,6,3,3,0,0,10,1,1,12400
Développement Web,EST,Kenitra,17.85,4,4,3,6,4,2,3,0,0,5,1,0,0
Développement Web,EST,Rabat,16.65,4,6,3,9,7,4,0,0,0,6,0,1,9100
GI,OFPPT,Kenitra,17.29,1,6,5,10,3,3,3,0,0,10,1,0,0
Data Science,FST,Marrakech,12.03,3,8,6,10,9,2,0,0,0,6,0,1,9700
Cybersécurité,ENSA,Kenitra,16.18,3,10,7,6,10,2,1,0,0,7,1,1,11300
Data Science,ENSA,Kenitra,12.12,0,8,3,9,10,6,3,1,1,10,1,1,10300
Développement Web,ENSA,Kenitra,11.67,0,7,3,7,7,5,3,1,0,8,1,0,0
Cybersécurité,FST,Rabat,17.55,4,7,6,4,10,2,2,1,0,8,1,1,12000
Réseaux & Télécoms,Privée (EMSI/IGA),Fès,10.15,1,5,6,8,10,3,0,0,1,7,1,0,0
GI,Faculté (FS),Casablanca,17.72,3,4,5,3,8,1,2,0,0,7,1,0,0
Développement Web,OFPPT,Agadir,11.19,1,4,10,4,5,4,1,0,0,4,1,0,0
GINF,FST,Kenitra,16.56,2,10,6,6,5,2,0,1,0,10,0,1,9200
GINF,EST,Agadir,12.21,3,8,10,8,5,3,3,0,0,4,1,1,10200
GI,ENSA,Fès,12.81,0,5,9,5,4,7,3,0,0,5,1,0,0
Réseaux & Télécoms,OFPPT,Casablanca,11.73,4,5,4,7,9,5,3,0,0,10,1,1,10000
Développement Web,OFPPT,Marrakech,14.68,1,7,8,3,9,0,3,0,0,4,0,0,0
Data Science,ENSA,Agadir,12.78,0,6,7,3,3,5,1,0,0,4,1,0,0
GI,FST,Marrakech,15.26,4,10,8,3,3,6,3,0,1,6,1,0,0
Réseaux & Télécoms,FST,Agadir,10.13,0,4,4,5,9,4,3,0,1,6,0,0,0
Data Science,Faculté (FS),Marrakech,10.51,3,10,9,10,8,0,3,0,0,10,1,1,10500
GINF,Privée (EMSI/IGA),Kenitra,10.8,1,5,9,6,4,0,2,0,0,7,1,0,0
GINF,Faculté (FS),Agadir,13.35,2,7,4,6,4,5,1,0,0,9,1,0,0
Data Science,FST,Marrakech,16.52,0,7,8,4,10,3,0,0,0,8,1,0,0
GI,ENSA,Fès,17.11,1,7,4,10,10,5,1,0,0,5,1,1,9700
GINF,ENSA,Rabat,11.96,3,10,3,8,4,7,1,0,0,4,1,1,11500
Développement Web,ENSA,Marrakech,14.59,0,6,9,9,3,1,1,0,0,6,0,0,0
Cybersécurité,ENSA,Rabat,16.15,3,5,8,4,10,3,3,1,0,8,1,0,0
Data Science,OFPPT,Rabat,12.31,2,8,10,6,4,3,2,0,0,10,1,1,9800
Data Science,OFPPT,Casablanca,13.27,2,8,4,3,6,4,2,0,0,4,1,0,0
GINF,ENSA,Kenitra,14.19,4,7,10,5,10,7,2,0,0,9,1,1,12800
GI,OFPPT,Fès,11.08,4,7,3,6,6,6,2,1,0,8,1,0,0
Développement Web,ENSA,Rabat,10.21,4,6,6,10,6,6,0,0,0,6,1,1,12200
GI,EST,Tanger,11.22,3,7,9,10,4,3,2,0,0,7,1,1,9600
Réseaux & Télécoms,ENSA,Kenitra,15.01,4,9,7,5,6,7,3,0,0,9,0,1,12600
Réseaux & Télécoms,EST,Rabat,10.59,1,5,7,7,9,7,3,0,0,9,1,0,0
Cybersécurité,EST,Marrakech,11.52,3,7,4,3,8,7,2,0,0,4,1,0,0
GINF,FST,Rabat,12.7,3,7,7,7,4,4,0,0,0,4,0,0,0
GINF,FST,Marrakech,10.62,4,5,3,6,8,2,2,1,0,5,1,0,0
GINF,Privée (EMSI/IGA),Marrakech,11.53,4,4,6,4,6,4,3,0,0,4,0,0,0
Cybersécurité,ENSA,Tanger,17.29,3,9,4,6,4,6,3,1,0,6,1,1,11500
Réseaux & Télécoms,ENSA,Rabat,10.15,2,9,5,7,7,3,3,0,0,10,1,1,12200
GI,ENSA,Rabat,15.23,2,8,8,5,5,2,1,0,1,8,1,1,12500
Cybersécurité,Faculté (FS),Agadir,13.08,4,7,9,8,7,2,3,1,0,9,0,1,11000
Cybersécurité,ENSA,Kenitra,15.38,2,5,10,8,5,1,2,1,1,8,0,1,12300
GI,OFPPT,Agadir,14.71,1,8,7,6,5,5,3,0,0,7,0,0,0
GINF,FST,Casablanca,11.79,1,10,7,9,6,3,0,0,0,9,1,1,9900
Développement Web,FST,Marrakech,16.78,1,10,4,4,5,0,1,1,0,9,0,0,0
GI,Faculté (FS),Tanger,13.94,3,6,8,7,5,5,0,1,0,7,1,0,0
Réseaux & Télécoms,ENSA,Agadir,16.58,3,10,8,6,7,3,3,1,0,6,1,1,12300
Data Science,ENSA,Rabat,13.25,3,10,7,10,5,0,1,1,1,8,1,0,0
Data Science,EST,Casablanca,17.88,3,4,7,7,4,5,1,0,0,9,1,0,0
Cybersécurité,Faculté (FS),Tanger,16.16,3,7,10,7,8,6,1,1,0,7,1,1,9900
Data Science,ENSA,Fès,17.73,4,4,5,3,9,1,3,0,0,9,1,0,0
Développement Web,ENSA,Rabat,14.11,2,7,8,8,8,3,0,0,0,7,1,0,0
GINF,Privée (EMSI/IGA),Rabat,13.79,4,7,3,9,10,5,3,1,0,5,1,1,13300
Réseaux & Télécoms,ENSA,Fès,16.04,2,7,9,8,4,1,1,0,0,5,0,1,11200
Développement Web,OFPPT,Marrakech,17.04,4,4,4,5,10,0,3,0,0,10,1,0,0
Réseaux & Télécoms,OFPPT,Marrakech,17.71,1,9,4,10,9,4,1,0,0,6,1,1,6700
Réseaux & Télécoms,EST,Agadir,12.6,0,6,5,9,10,6,1,1,0,6,0,0,0
GINF,ENSA,Agadir,16.39,3,9,9,3,6,3,1,0,0,6,0,1,11700
Cybersécurité,ENSA,Rabat,11.69,0,5,5,8,9,2,3,0,0,6,1,0,0
Data Science,Faculté (FS),Kenitra,14.36,0,5,3,7,9,2,3,0,0,8,1,0,0
GINF,Faculté (FS),Rabat,11.44,1,10,6,10,10,1,1,0,0,4,0,1,9100
Développement Web,OFPPT,Agadir,12.78,0,9,4,4,7,6,2,1,0,6,0,0,0
Cybersécurité,Privée (EMSI/IGA),Fès,17.45,0,6,8,4,9,4,0,0,0,5,1,0,0
Développement Web,Faculté (FS),Agadir,11.17,1,10,9,3,9,2,1,0,0,9,1,0,0
Cybersécurité,ENSA,Rabat,15.06,2,6,7,4,3,7,1,0,0,4,0,0,0
Développement Web,ENSA,Tanger,14.74,4,7,9,7,8,2,1,0,0,4,1,1,12200
GINF,OFPPT,Rabat,10.97,0,7,3,9,7,7,1,0,0,8,1,1,7000
Cybersécurité,ENSA,Tanger,12.61,3,5,10,6,8,3,1,0,0,7,1,1,11900
Cybersécurité,ENSA,Tanger,14.5,1,7,4,7,3,2,2,0,0,10,1,0,0
Réseaux & Télécoms,OFPPT,Rabat,11.5,0,10,8,10,10,6,3,0,0,9,1,1,8800
Réseaux & Télécoms,FST,Kenitra,16.4,2,7,3,8,5,6,2,1,0,9,0,0,0
GI,Privée (EMSI/IGA),Kenitra,17.78,2,6,10,10,3,7,1,0,0,4,1,1,11900
Développement Web,Faculté (FS),Casablanca,11.72,3,4,6,6,5,0,1,0,0,8,0,0,0
Réseaux & Télécoms,ENSA,Agadir,11.5,0,9,8,10,8,1,1,0,0,8,1,0,0
GI,Privée (EMSI/IGA),Kenitra,13.64,3,8,4,4,10,6,3,0,0,8,1,0,0
Réseaux & Télécoms,EST,Marrakech,15.98,2,8,9,9,9,5,0,1,0,6,0,1,8300
Développement Web,EST,Rabat,12.25,2,7,7,5,7,2,0,0,0,9,1,0,0
Cybersécurité,FST,Tanger,10.16,4,7,8,5,7,3,2,0,1,7,0,0,0
Data Science,ENSA,Rabat,14.33,2,9,10,7,6,7,2,1,0,6,1,1,12800
Développement Web,FST,Agadir,17.65,1,8,10,7,8,5,0,0,0,5,1,1,9500
GINF,ENSA,Fès,13.13,4,6,4,4,6,0,1,0,0,7,1,0,0
Réseaux & Télécoms,FST,Kenitra,13.36,3,8,10,5,10,7,3,0,1,6,1,1,12200
Réseaux & Télécoms,EST,Kenitra,17.75,2,8,3,10,9,5,2,0,0,7,1,1,7900
Cybersécurité,OFPPT,Kenitra,15.56,1,10,6,5,8,7,3,0,0,5,1,0,0
GINF,OFPPT,Tanger,15.75,4,8,10,7,10,2,1,1,0,6,1,1,9400
Cybersécurité,ENSA,Marrakech,14.5,1,7,8,8,9,1,1,0,0,7,0,0,0
GINF,EST,Marrakech,17.8,4,10,3,5,5,1,2,1,0,5,0,0,0
Data Science,EST,Kenitra,15.51,4,7,3,7,8,6,0,1,0,10,1,1,8100
Réseaux & Télécoms,ENSA,Marrakech,17.16,4,9,5,3,8,1,0,0,1,9,0,1,11500
Réseaux & Télécoms,OFPPT,Fès,15.6,3,8,3,10,5,2,0,0,0,8,1,1,7100
Data Science,OFPPT,Kenitra,15.88,4,7,9,5,4,0,1,1,1,7,1,0,0
GI,ENSA,Casablanca,12.32,4,9,8,6,9,6,1,0,0,5,1,1,13000
Cybersécurité,EST,Tanger,12.43,1,8,6,9,4,4,3,0,0,9,1,0,0
Data Science,ENSA,Fès,16.26,4,6,7,4,8,5,3,1,0,10,0,1,12600
Cybersécurité,Faculté (FS),Tanger,12.37,3,7,5,9,4,6,3,0,0,8,1,1,9700
Développement Web,ENSA,Kenitra,14.5,1,4,3,10,7,1,1,0,0,10,1,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Fès,11.99,4,9,8,10,8,0,0,0,0,5,0,1,12100
Cybersécurité,OFPPT,Kenitra,16.54,1,7,9,7,3,7,1,1,1,9,1,1,8200
GINF,EST,Fès,10.88,3,6,9,5,5,7,3,1,0,9,1,1,10000
Cybersécurité,Faculté (FS),Kenitra,16.64,1,6,9,5,6,3,3,0,0,9,1,0,0
Développement Web,Privée (EMSI/IGA),Casablanca,14.82,3,7,4,8,10,3,3,0,0,10,0,1,13000
Réseaux & Télécoms,Faculté (FS),Tanger,11.5,2,5,5,7,10,7,3,0,0,4,1,0,0
Data Science,ENSA,Fès,14.34,4,9,6,6,5,0,2,0,0,5,1,0,0
Développement Web,EST,Casablanca,12.26,3,8,4,5,8,3,3,0,0,6,0,0,0
Réseaux & Télécoms,OFPPT,Rabat,12.59,4,8,10,3,3,3,1,0,0,6,1,0,0
Cybersécurité,Faculté (FS),Kenitra,12.81,3,6,6,4,5,1,2,0,0,6,0,0,0
GI,Faculté (FS),Agadir,10.51,0,7,4,7,6,2,0,1,0,6,1,0,0
GI,OFPPT,Fès,17.89,0,5,7,5,10,2,1,0,0,10,1,0,0
GINF,OFPPT,Marrakech,10.25,0,9,6,9,6,2,1,0,0,9,1,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Casablanca,15.3,3,4,4,8,10,2,0,0,0,9,0,1,11800
GI,ENSA,Casablanca,12.97,4,8,10,8,3,0,1,0,0,4,1,0,0
Data Science,FST,Fès,15.17,0,10,9,4,6,6,2,0,0,4,1,0,0
Réseaux & Télécoms,OFPPT,Casablanca,12.85,4,9,10,10,7,1,0,0,0,4,1,1,10000
Data Science,OFPPT,Rabat,15.39,3,9,6,7,6,0,2,0,1,8,1,0,0
Data Science,Faculté (FS),Casablanca,15.83,4,5,10,7,9,7,3,0,0,7,0,1,12200
GI,ENSA,Agadir,15.52,4,9,5,7,3,5,0,0,0,10,1,1,11000
Réseaux & Télécoms,OFPPT,Agadir,10.91,0,8,6,6,3,5,2,0,0,6,1,0,0
Cybersécurité,OFPPT,Kenitra,15.26,1,7,8,3,5,3,3,0,0,10,1,0,0
Développement Web,ENSA,Kenitra,12.24,2,8,6,8,6,7,2,0,0,7,0,1,11000
GI,FST,Marrakech,10.23,3,4,4,7,6,1,2,0,0,6,1,0,0
GI,ENSA,Rabat,13.32,3,7,10,6,8,4,1,0,0,10,1,1,12900
Cybersécurité,EST,Agadir,13.47,3,6,10,10,8,7,3,1,0,6,1,1,10200
Réseaux & Télécoms,ENSA,Fès,13.74,2,5,6,7,3,2,1,0,0,6,1,0,0
Réseaux & Télécoms,FST,Tanger,15.64,1,8,7,10,8,5,3,0,0,10,1,1,10100
